type,timestamp,wall_ts,wall_time_iso,angle,distance,snr_db,coherence,diameter_m,update_flag,error_plane_us,error_near_us,rho_hat,valid,loudness_db,loudness_rms,loudness_peak_abs,sound_pressure_level_db,frame_rms,peak_abs
data,26.026666666666667,1776433658.938763,2026-04-17T21:47:38.938+08:00,2.3420226505982384,0.4955798687232092,-51.554112942026066,8.0,0.24,0,279.2234878460169,455.9651017873728,2.2546254283199425,True,88.13879132138266,0.05104692216186425,0.135739258782434,91.87203345287003,0.07845699467690478,0.01861572265625
data,26.048,1776433658.9581025,2026-04-17T21:47:38.958+08:00,2.3420226505982384,0.4955798687232092,-52.971796334002434,7.883969009149272,0.24,0,364.16062037708366,559.8740877226533,3.368085687900112,True,88.06606124743786,0.05062127249210716,0.1322405318183688,91.86005533007656,0.07834887451095307,0.017852783203125
data,26.069333333333333,1776433658.9791567,2026-04-17T21:47:38.979+08:00,2.4843727928615635,0.46349498087744345,-52.154259958275446,7.874180182682015,0.24,0,186.51273234830472,448.9734550242819,0.0955908643415222,True,88.14995341081024,0.05111256386406661,0.13882426932389347,91.95012045141286,0.07916551078577952,0.018035888671875
data,26.090666666666667,1776433659.0092158,2026-04-17T21:47:39.009+08:00,2.594376392024543,0.4317992250566553,-53.49003869418195,7.659485907602465,0.24,0,146.32727879846055,437.4176767957291,0.06808137353088003,True,88.16144698005526,0.051180243131125194,0.12798532778501784,91.84639930889958,0.07822579060180752,0.018341064453125
data,26.112,1776433659.032866,2026-04-17T21:47:39.032+08:00,16.434863853115246,1.047860997959874,-53.259557706667174,7.9072415452648075,0.24,1,102.54005876180464,488.6973001957699,1.3874526088690344,True,89.60431810246484,0.06042906864406031,0.13105994637574636,91.82992174560243,0.07807753306894284,0.016876220703125
data,26.133333333333333,1776433659.0487325,2026-04-17T21:47:39.048+08:00,8.72849345741156,1.3716529186229838,-53.03314155128213,7.328771967309592,0.24,1,405.9794819465324,494.0143961158154,1.5529426630255365,True,89.7194662277049,0.061235505464517295,0.152220518631447,91.91158736270361,0.07881508781874572,0.017120361328125
data,26.154666666666667,1776433659.07101,2026-04-17T21:47:39.071+08:00,8.72849345741156,1.3716529186229838,-52.479548179146896,7.721732663120914,0.24,0,105.58693067355715,473.83385597605593,4.03504559406459,True,89.68450408533732,0.06098951782975656,0.15165004894114845,91.84048673434384,0.0781725596197835,0.016326904296875
data,26.176,1776433659.0889938,2026-04-17T21:47:39.088+08:00,7.740306425074891,1.598439788825964,-53.5502088233427,7.916457291598169,0.24,1,218.5303869489762,619.3269766695754,1.720712790758543,True,89.47447168675127,0.05953242589002598,0.15147593144945135,91.84733692014807,0.07823423525665316,0.015869140625
data,26.197333333333333,1776433659.1088579,2026-04-17T21:47:39.108+08:00,7.740306425074891,1.598439788825964,-53.37162044683319,8.0,0.24,0,78.9112756709198,572.444190787633,3.954821228831724,True,89.44774504020788,0.059349525029659074,0.14285845346645082,91.78594068323049,0.07768318617088707,0.01611328125
data,26.218666666666667,1776433659.1276057,2026-04-17T21:47:39.127+08:00,7.740306425074891,1.598439788825964,-53.50400013732241,8.0,0.24,0,202.4460800448153,582.8652639341199,4.263636045765993,True,89.43612417964843,0.05927017433343086,0.145483053499407,91.82190172351346,0.07800547429718692,0.015228271484375
data,26.24,1776433659.1481154,2026-04-17T21:47:39.148+08:00,7.740306425074891,1.598439788825964,-53.530643699868854,7.836748852783002,0.24,0,477.86523014767295,241.56519531109421,3.9812732649468123,True,89.44716258165703,0.05934554530153027,0.1462629903887066,91.79445877547332,0.07775940601063411,0.01593017578125
